po_id,project_id,po_type,vendor_id,description,issue_date,delivery_date,amount_aed,status,approved_by,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
LPO-PRJ-090-0007,PRJ-090,Subcontract,CON-023,Attack protect design security wind player past.,2025-02-13,2025-02-21,353830,Invoiced,Raymond King,,2025-02-13T14:27:00,2025-02-13T14:27:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0008,PRJ-090,Subcontract,CON-047,Certainly yeah government including man.,2025-12-05,2026-01-06,41101,Paid,Patricia Carr,,2025-12-05T14:57:00,2025-12-05T14:57:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0009,PRJ-090,Material,SUP-079,Should right eat place nature little himself.,2025-02-05,2025-03-27,301507,Delivered,Mary Lynch,,2025-02-05T09:43:00,2025-02-05T09:43:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0010,PRJ-090,Material,SUP-061,Agency worker commercial.,2025-05-26,2025-07-05,71934,Issued,Michael Rich,,2025-05-26T10:19:00,2025-05-26T10:19:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0011,PRJ-090,Material,SUP-016,Next news industry growth church scene thank.,2026-01-10,2026-02-05,291118,Paid,Katherine Dawson,,2026-01-10T10:18:00,2026-01-10T10:18:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0012,PRJ-090,Material,SUP-031,Side writer mind.,2025-08-10,2025-11-06,460771,Delivered,Terry Brown,,2025-08-10T07:15:00,2025-08-10T07:15:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0013,PRJ-090,Material,SUP-024,Onto success body next anything.,2025-10-23,2025-12-19,459791,Invoiced,Sabrina Mercado,,2025-10-23T13:32:00,2025-10-23T13:32:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0014,PRJ-090,Material,SUP-046,Culture where such.,2025-03-17,2025-04-22,497680,Invoiced,Kayla Cook,,2025-03-17T08:24:00,2025-03-17T08:24:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0015,PRJ-090,Material,SUP-014,Let oil civil happen.,2026-01-18,2026-02-18,330894,Delivered,Rebecca Salas,,2026-01-18T13:35:00,2026-01-18T13:35:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0016,PRJ-090,Material,SUP-030,Save tend organization two.,2026-01-24,2026-03-02,71871,Delivered,Isabella Walker,,2026-01-24T13:25:00,2026-01-24T13:25:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0017,PRJ-090,Material,SUP-012,Long ok fish few win company report.,2025-08-10,2025-10-04,119147,Invoiced,Heather Stanley,,2025-08-10T15:17:00,2025-08-10T15:17:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0018,PRJ-090,Material,SUP-016,Dinner artist hear morning lot find so.,2026-02-09,2026-04-15,84509,Issued,Christopher Anthony,,2026-02-09T12:07:00,2026-02-09T12:07:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0019,PRJ-090,Subcontract,CON-042,If fine consider eight environment contain.,2026-03-02,2026-05-09,164862,Invoiced,Lucas Smith,,2026-03-02T08:55:00,2026-03-02T08:55:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0020,PRJ-090,Material,SUP-027,Site better always attack political.,2025-11-22,2025-12-21,166298,Delivered,Monica Mclaughlin,,2025-11-22T17:03:00,2025-11-22T17:03:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0021,PRJ-090,Material,SUP-030,Effort each civil.,2025-08-01,2025-10-24,274322,Draft,Tyler Mora,,2025-08-01T17:33:00,2025-08-01T17:33:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0022,PRJ-090,Subcontract,CON-043,All relate actually entire company determine.,2025-04-27,2025-06-17,147473,Issued,Drew Kelly,,2025-04-27T07:49:00,2025-04-27T07:49:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0023,PRJ-090,Material,SUP-079,Seek visit economy computer.,2026-02-14,2026-05-12,322481,Paid,Kayla Cox,,2026-02-14T10:39:00,2026-02-14T10:39:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0024,PRJ-090,Material,SUP-051,Safe drop save offer for less.,2025-10-18,2025-10-31,33903,Paid,Michelle Lane,,2025-10-18T14:35:00,2025-10-18T14:35:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0025,PRJ-090,Material,SUP-034,Probably friend manager need lot nearly.,2025-03-14,2025-06-02,407398,Issued,Ariana Sherman,,2025-03-14T12:49:00,2025-03-14T12:49:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0026,PRJ-090,Material,SUP-052,Cost boy relate talk central doctor factor.,2025-07-18,2025-08-06,468995,Delivered,Bradley Key,,2025-07-18T14:11:00,2025-07-18T14:11:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0027,PRJ-090,Material,SUP-066,Reflect off north charge guess.,2025-10-23,2025-11-16,21614,Delivered,Nicholas Fitzgerald,,2025-10-23T12:04:00,2025-10-23T12:04:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0028,PRJ-090,Subcontract,CON-039,Environmental place door cell network kitchen.,2025-06-13,2025-08-30,411286,Delivered,Phillip Potter,,2025-06-13T12:28:00,2025-06-13T12:28:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0029,PRJ-090,Material,SUP-072,Investment stuff believe amount.,2025-12-04,2025-12-25,11286,Issued,Patricia Phillips,,2025-12-04T09:03:00,2025-12-04T09:03:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0030,PRJ-090,Subcontract,CON-034,Policy wide over.,2025-08-06,2025-08-13,56938,Delivered,Tracy Hart,,2025-08-06T10:43:00,2025-08-06T10:43:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0031,PRJ-090,Subcontract,CON-011,Minute marriage factor discuss.,2025-10-29,2025-12-15,326271,Paid,Lisa Giles,,2025-10-29T17:58:00,2025-10-29T17:58:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0032,PRJ-090,Material,SUP-040,Soon star similar fly someone memory fill.,2025-11-21,2025-12-24,497361,Draft,Melissa Kelly,,2025-11-21T09:16:00,2025-11-21T09:16:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0033,PRJ-090,Material,SUP-063,Think ahead easy both force page.,2025-06-21,2025-07-30,9949,Paid,Daniel Irwin,,2025-06-21T07:55:00,2025-06-21T07:55:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0034,PRJ-090,Material,SUP-001,Green can few media product.,2025-04-18,2025-06-02,132969,Delivered,Angela Adams,,2025-04-18T15:06:00,2025-04-18T15:06:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0035,PRJ-090,Material,SUP-009,Paper control TV improve.,2025-12-02,2025-12-23,311099,Delivered,Kevin West,,2025-12-02T15:29:00,2025-12-02T15:29:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0036,PRJ-090,Material,SUP-029,Bit guy Congress practice feeling.,2025-10-30,2025-12-29,474133,Draft,Jose Coleman,,2025-10-30T13:44:00,2025-10-30T13:44:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0037,PRJ-090,Material,SUP-030,Now two understand enjoy.,2025-07-06,2025-08-15,25970,Delivered,Michael Martinez,,2025-07-06T08:56:00,2025-07-06T08:56:00,system@alrashdeng.ae,1,True,
LPO-PRJ-090-0038,PRJ-090,Subcontract,CON-006,Spring machine project trade.,2025-02-01,2025-03-24,247662,Issued,Mark Gardner,,2025-02-01T10:36:00,2025-02-01T10:36:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0001,PRJ-091,Subcontract,CON-058,Population support scene size.,2026-02-01,2026-04-21,64816,Invoiced,Timothy Ward,,2026-02-01T09:14:00,2026-02-01T09:14:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0002,PRJ-091,Subcontract,CON-016,Technology seem Mrs.,2025-02-19,2025-04-19,259929,Draft,Ryan Smith,,2025-02-19T13:08:00,2025-02-19T13:08:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0003,PRJ-091,Material,SUP-075,Fast behavior with leg let with.,2025-10-21,2025-12-20,390223,Paid,Joel Harris,,2025-10-21T15:04:00,2025-10-21T15:04:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0004,PRJ-091,Material,SUP-043,Final card worker realize baby article industry history.,2025-02-19,2025-04-06,296375,Draft,Travis Hamilton,,2025-02-19T11:18:00,2025-02-19T11:18:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0005,PRJ-091,Material,SUP-032,People newspaper seven once Republican provide investment.,2025-03-08,2025-04-12,185393,Issued,Amy Armstrong,,2025-03-08T17:06:00,2025-03-08T17:06:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0006,PRJ-091,Material,SUP-007,Power response nothing blue concern this.,2026-01-05,2026-01-30,118854,Paid,Michael Wade,,2026-01-05T17:10:00,2026-01-05T17:10:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0007,PRJ-091,Material,SUP-064,Heavy point from through.,2025-09-17,2025-11-02,487198,Delivered,Summer Scott,,2025-09-17T15:30:00,2025-09-17T15:30:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0008,PRJ-091,Material,SUP-017,High determine worry stuff.,2025-11-27,2026-02-05,49880,Invoiced,Eric Bell,,2025-11-27T12:22:00,2025-11-27T12:22:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0009,PRJ-091,Material,SUP-030,Money city fine.,2025-10-05,2025-12-10,33443,Issued,Lisa Hunt,,2025-10-05T12:45:00,2025-10-05T12:45:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0010,PRJ-091,Material,SUP-075,Rate nature size discover beautiful or cup.,2026-02-11,2026-04-16,470417,Invoiced,Kathleen Weaver,,2026-02-11T14:55:00,2026-02-11T14:55:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0011,PRJ-091,Material,SUP-003,Ever price unit both other.,2026-01-24,2026-04-12,264124,Invoiced,Phillip Reyes,,2026-01-24T17:56:00,2026-01-24T17:56:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0012,PRJ-091,Subcontract,CON-059,Book my once call she safe cultural address.,2026-01-07,2026-03-20,224150,Delivered,Stephanie Bates,,2026-01-07T16:41:00,2026-01-07T16:41:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0013,PRJ-091,Material,SUP-079,Their free carry part record medical simple recognize.,2025-01-12,2025-02-15,233259,Invoiced,Charles Johnson,,2025-01-12T10:36:00,2025-01-12T10:36:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0014,PRJ-091,Material,SUP-077,Too beat range.,2025-09-10,2025-12-01,352847,Delivered,Stephanie Park,,2025-09-10T14:11:00,2025-09-10T14:11:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0015,PRJ-091,Subcontract,CON-007,Recognize five majority.,2025-03-27,2025-04-29,473932,Delivered,Mrs. Caroline Martinez,,2025-03-27T09:07:00,2025-03-27T09:07:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0016,PRJ-091,Subcontract,CON-070,Role appear time year where.,2025-02-15,2025-03-06,67180,Delivered,Stacey Smith,,2025-02-15T13:33:00,2025-02-15T13:33:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0017,PRJ-091,Material,SUP-032,Tonight respond policy music indicate.,2025-03-26,2025-06-09,449501,Invoiced,Joshua Lewis,,2025-03-26T10:15:00,2025-03-26T10:15:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0018,PRJ-091,Subcontract,CON-068,Head sort reach current road right.,2025-06-18,2025-08-19,109283,Paid,Danielle Craig,,2025-06-18T17:18:00,2025-06-18T17:18:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0019,PRJ-091,Material,SUP-028,Indeed thing last those doctor consider.,2025-05-18,2025-07-05,369532,Paid,Corey Hill,,2025-05-18T09:47:00,2025-05-18T09:47:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0020,PRJ-091,Subcontract,CON-026,Start reason listen final magazine.,2026-02-14,2026-04-24,397059,Draft,Alexandra Miller,,2026-02-14T07:58:00,2026-02-14T07:58:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0021,PRJ-091,Subcontract,CON-060,Work expect better notice book interesting bring room.,2025-12-16,2026-02-11,102749,Invoiced,Joseph Thomas,,2025-12-16T12:53:00,2025-12-16T12:53:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0022,PRJ-091,Material,SUP-014,Politics white house community drop care.,2026-01-28,2026-02-04,136063,Paid,Joseph Thomas,,2026-01-28T07:59:00,2026-01-28T07:59:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0023,PRJ-091,Material,SUP-010,Life central how property above.,2025-02-09,2025-04-09,148854,Draft,Kyle Booth,,2025-02-09T11:01:00,2025-02-09T11:01:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0024,PRJ-091,Subcontract,CON-079,Deal address task finally organization democratic trip.,2025-05-02,2025-07-07,400102,Paid,Kurt Irwin,,2025-05-02T13:08:00,2025-05-02T13:08:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0025,PRJ-091,Subcontract,CON-068,Another support listen well.,2025-12-23,2026-03-11,15634,Delivered,Benjamin Thomas,,2025-12-23T16:02:00,2025-12-23T16:02:00,system@alrashdeng.ae,1,True,
LPO-PRJ-091-0026,PRJ-091,Subcontract,CON-065,Represent structure a seek politics chair thing.,2025-08-08,2025-10-29,46899,Draft,Anita Rich,,2025-08-08T11:41:00,2025-08-08T11:41:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0001,PRJ-092,Subcontract,CON-078,College serious few ago community against.,2023-03-02,2023-05-21,429696,Draft,Javier Rogers,,2023-03-02T09:00:00,2023-03-02T09:00:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0002,PRJ-092,Material,SUP-033,Social nice great debate.,2024-03-15,2024-04-27,38409,Invoiced,Dr. Katie Santos,,2024-03-15T12:48:00,2024-03-15T12:48:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0003,PRJ-092,Subcontract,CON-086,Available yard son.,2024-11-20,2025-01-19,413960,Delivered,Elizabeth Elliott,,2024-11-20T11:42:00,2024-11-20T11:42:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0004,PRJ-092,Subcontract,CON-003,Build computer energy realize.,2024-03-22,2024-06-14,326128,Delivered,Catherine Garcia,,2024-03-22T14:47:00,2024-03-22T14:47:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0005,PRJ-092,Material,SUP-043,Air floor size on college international green.,2024-11-27,2025-01-22,281235,Draft,Sheena Gill,,2024-11-27T08:41:00,2024-11-27T08:41:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0006,PRJ-092,Subcontract,CON-029,Loss choose like.,2025-04-09,2025-04-25,182322,Issued,Kristopher Walsh,,2025-04-09T09:38:00,2025-04-09T09:38:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0007,PRJ-092,Subcontract,CON-013,Hair argue difficult energy somebody show beat threat.,2025-04-15,2025-05-25,311634,Issued,Ryan Long,,2025-04-15T16:08:00,2025-04-15T16:08:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0008,PRJ-092,Material,SUP-067,Growth woman look ability among know expert level.,2025-04-13,2025-07-11,86119,Issued,Keith Freeman,,2025-04-13T10:23:00,2025-04-13T10:23:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0009,PRJ-092,Material,SUP-052,Since single account success.,2023-10-28,2023-12-05,150398,Paid,Daniel Davis,,2023-10-28T14:52:00,2023-10-28T14:52:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0010,PRJ-092,Material,SUP-055,Successful property model follow at effort himself.,2024-01-15,2024-02-12,387913,Delivered,James Woodward,,2024-01-15T14:06:00,2024-01-15T14:06:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0011,PRJ-092,Material,SUP-030,On question off among brother.,2024-09-29,2024-12-18,54566,Delivered,Stacy Young,,2024-09-29T12:57:00,2024-09-29T12:57:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0012,PRJ-092,Material,SUP-057,Mind whose personal buy.,2023-06-05,2023-08-07,454411,Paid,Amy Burns,,2023-06-05T10:00:00,2023-06-05T10:00:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0013,PRJ-092,Material,SUP-018,Hotel later think lawyer same fine hand.,2023-07-14,2023-08-22,465079,Draft,Kari Daniel,,2023-07-14T10:25:00,2023-07-14T10:25:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0014,PRJ-092,Subcontract,CON-097,Me interview ago sing many recently.,2023-11-28,2023-12-10,11500,Paid,Amy Klein,,2023-11-28T09:42:00,2023-11-28T09:42:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0015,PRJ-092,Material,SUP-037,Couple so mouth office public leave author though.,2023-04-02,2023-04-10,231228,Paid,Danielle Lopez,,2023-04-02T11:57:00,2023-04-02T11:57:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0016,PRJ-092,Material,SUP-049,Area foot such home operation blood spend.,2023-04-29,2023-07-03,226498,Delivered,Kara Short,,2023-04-29T08:31:00,2023-04-29T08:31:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0017,PRJ-092,Subcontract,CON-096,There oil hot entire begin.,2024-08-21,2024-10-30,484756,Paid,Monique Best,,2024-08-21T12:48:00,2024-08-21T12:48:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0018,PRJ-092,Subcontract,CON-074,Scene star place place ahead second.,2024-06-12,2024-07-03,74090,Issued,Alexis Anderson,,2024-06-12T17:24:00,2024-06-12T17:24:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0019,PRJ-092,Material,SUP-043,Star read industry important boy.,2023-04-21,2023-06-22,158451,Delivered,Sierra Mejia,,2023-04-21T08:16:00,2023-04-21T08:16:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0020,PRJ-092,Material,SUP-001,Agency huge this white end.,2025-03-30,2025-04-09,42934,Paid,Joshua Davis,,2025-03-30T12:39:00,2025-03-30T12:39:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0021,PRJ-092,Subcontract,CON-072,Police defense here business age provide music.,2024-04-01,2024-05-01,138156,Draft,Deborah Anderson,,2024-04-01T10:03:00,2024-04-01T10:03:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0022,PRJ-092,Material,SUP-018,He fly community open service impact.,2023-05-01,2023-07-11,122391,Delivered,Thomas Johnson,,2023-05-01T10:24:00,2023-05-01T10:24:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0023,PRJ-092,Subcontract,CON-039,Center huge visit loss become everybody would.,2023-03-27,2023-05-20,206167,Delivered,Bill Long,,2023-03-27T10:01:00,2023-03-27T10:01:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0024,PRJ-092,Material,SUP-006,Something child quickly organization.,2024-09-06,2024-10-31,228554,Invoiced,Laura Duncan,,2024-09-06T12:35:00,2024-09-06T12:35:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0025,PRJ-092,Subcontract,CON-096,Area tree build might standard officer company interest.,2024-07-03,2024-08-15,410441,Invoiced,Pamela Keith,,2024-07-03T11:01:00,2024-07-03T11:01:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0026,PRJ-092,Material,SUP-053,Sense relate position last argue.,2024-12-23,2025-02-06,168209,Delivered,Holly Holder,,2024-12-23T12:04:00,2024-12-23T12:04:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0027,PRJ-092,Material,SUP-013,Test condition garden region.,2023-02-19,2023-04-29,352644,Invoiced,Allison Evans,,2023-02-19T09:44:00,2023-02-19T09:44:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0028,PRJ-092,Subcontract,CON-007,Get heart establish little arrive.,2025-03-04,2025-03-12,76884,Invoiced,Melissa Vasquez,,2025-03-04T15:12:00,2025-03-04T15:12:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0029,PRJ-092,Material,SUP-036,Drug industry need particular unit group analysis suggest.,2024-03-05,2024-05-24,350036,Issued,Michael Sanchez,,2024-03-05T15:17:00,2024-03-05T15:17:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0030,PRJ-092,Material,SUP-043,Life bit system sense investment cultural.,2023-09-21,2023-11-08,400807,Draft,Elizabeth Evans,,2023-09-21T14:19:00,2023-09-21T14:19:00,system@alrashdeng.ae,1,True,
LPO-PRJ-092-0031,PRJ-092,Material,SUP-022,Already computer agreement condition at cut offer where.,2024-10-03,2024-12-28,360548,Invoiced,Anthony Wallace,,2024-10-03T09:55:00,2024-10-03T09:55:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0001,PRJ-093,Subcontract,CON-092,Friend own coach girl.,2021-09-26,2021-12-04,309356,Paid,Christopher Keith,,2021-09-26T11:17:00,2021-09-26T11:17:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0002,PRJ-093,Subcontract,CON-007,Picture adult head along approach wrong.,2021-12-26,2022-01-03,38978,Draft,Jose Orozco,,2021-12-26T12:27:00,2021-12-26T12:27:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0003,PRJ-093,Material,SUP-074,Weight walk across none least dog strategy.,2022-08-31,2022-11-07,253553,Invoiced,Wanda Webb,,2022-08-31T07:14:00,2022-08-31T07:14:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0004,PRJ-093,Material,SUP-056,Put rate you character wait wide wide next.,2022-03-07,2022-04-15,478921,Invoiced,Heather Chase,,2022-03-07T13:19:00,2022-03-07T13:19:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0005,PRJ-093,Material,SUP-020,Simply college material window agent conference suddenly official.,2020-12-30,2021-01-20,436710,Delivered,Jesse Smith,,2020-12-30T16:26:00,2020-12-30T16:26:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0006,PRJ-093,Material,SUP-067,Factor six reason as day.,2021-01-26,2021-04-20,422268,Issued,Sabrina Webster,,2021-01-26T15:27:00,2021-01-26T15:27:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0007,PRJ-093,Material,SUP-075,Wish kind size boy have focus real nation.,2020-12-20,2021-02-23,431418,Invoiced,Bill Nichols,,2020-12-20T10:53:00,2020-12-20T10:53:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0008,PRJ-093,Subcontract,CON-041,Important stand themselves right.,2022-01-04,2022-03-31,231739,Issued,Krista Liu,,2022-01-04T12:30:00,2022-01-04T12:30:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0009,PRJ-093,Subcontract,CON-086,Word respond choice born who better down quality.,2022-11-04,2022-12-06,384983,Draft,Ashley Pollard,,2022-11-04T12:08:00,2022-11-04T12:08:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0010,PRJ-093,Material,SUP-052,Exist traditional trouble shoulder cut value partner interesting.,2021-05-08,2021-05-19,193827,Paid,Amy Russo,,2021-05-08T14:37:00,2021-05-08T14:37:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0011,PRJ-093,Subcontract,CON-009,Data per then room land bar.,2020-08-21,2020-10-07,244720,Delivered,Jose Herrera,,2020-08-21T15:07:00,2020-08-21T15:07:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0012,PRJ-093,Material,SUP-005,Know instead if particularly.,2021-01-07,2021-01-23,396815,Delivered,Marcus Zamora,,2021-01-07T11:19:00,2021-01-07T11:19:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0013,PRJ-093,Material,SUP-009,Have like he position peace.,2022-09-18,2022-10-17,141901,Delivered,Christopher Aguirre,,2022-09-18T14:15:00,2022-09-18T14:15:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0014,PRJ-093,Material,SUP-073,Page night sign film last pick.,2022-03-08,2022-05-23,145627,Invoiced,Megan Gentry,,2022-03-08T07:45:00,2022-03-08T07:45:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0015,PRJ-093,Subcontract,CON-001,Game agree Democrat his although.,2020-08-23,2020-09-27,93122,Invoiced,Joseph Edwards,,2020-08-23T14:54:00,2020-08-23T14:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0016,PRJ-093,Material,SUP-007,Their exactly keep space according information practice.,2020-09-08,2020-11-10,278902,Invoiced,Theresa Lee,,2020-09-08T13:45:00,2020-09-08T13:45:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0017,PRJ-093,Subcontract,CON-068,Easy language voice try eat bad upon.,2020-09-20,2020-10-27,422988,Issued,Andre Roberts,,2020-09-20T17:56:00,2020-09-20T17:56:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0018,PRJ-093,Material,SUP-048,Let production economic board act material against.,2021-05-21,2021-06-04,318623,Paid,Jaime Schmitt,,2021-05-21T08:50:00,2021-05-21T08:50:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0019,PRJ-093,Material,SUP-047,Again fund care leg.,2021-09-26,2021-11-29,125276,Issued,Robert Preston,,2021-09-26T09:09:00,2021-09-26T09:09:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0020,PRJ-093,Subcontract,CON-090,Who common bar painting mother finally drug.,2022-01-31,2022-02-24,215668,Draft,Michael Levy,,2022-01-31T08:29:00,2022-01-31T08:29:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0021,PRJ-093,Material,SUP-037,No sometimes prevent face fear that.,2020-12-30,2021-01-24,211213,Invoiced,Thomas Smith,,2020-12-30T15:33:00,2020-12-30T15:33:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0022,PRJ-093,Material,SUP-027,Language western collection than his down.,2022-06-05,2022-07-03,36646,Invoiced,Mike Casey,,2022-06-05T16:52:00,2022-06-05T16:52:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0023,PRJ-093,Material,SUP-018,Son central mouth production want special.,2022-12-04,2023-01-14,83170,Issued,Stefanie Casey,,2022-12-04T11:35:00,2022-12-04T11:35:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0024,PRJ-093,Subcontract,CON-080,Method land reality physical moment American.,2020-12-18,2021-03-17,402241,Draft,Christine Castaneda,,2020-12-18T13:05:00,2020-12-18T13:05:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0025,PRJ-093,Material,SUP-035,Someone me physical near.,2022-10-19,2022-12-07,217603,Paid,Gregory Davis,,2022-10-19T14:09:00,2022-10-19T14:09:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0026,PRJ-093,Material,SUP-045,Year concern benefit just.,2021-08-29,2021-11-05,108228,Draft,Drew Rodriguez,,2021-08-29T09:45:00,2021-08-29T09:45:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0027,PRJ-093,Material,SUP-027,Understand poor until art improve enter.,2021-07-03,2021-09-23,438641,Delivered,Angela Camacho,,2021-07-03T15:18:00,2021-07-03T15:18:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0028,PRJ-093,Material,SUP-057,Pick television season as.,2020-08-16,2020-09-02,145855,Delivered,Brian Taylor,,2020-08-16T14:14:00,2020-08-16T14:14:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0029,PRJ-093,Subcontract,CON-076,Skill make check model speech.,2021-10-30,2021-11-12,331510,Issued,Stacy Hunter,,2021-10-30T08:15:00,2021-10-30T08:15:00,system@alrashdeng.ae,1,True,
LPO-PRJ-093-0030,PRJ-093,Material,SUP-006,Seven impact TV administration campaign.,2022-09-09,2022-09-30,278696,Issued,Angel Garcia,,2022-09-09T09:31:00,2022-09-09T09:31:00,system@alrashdeng.ae,1,True,
