inspection_id,project_id,inspection_type,inspection_date,inspector_id,location,result,defects_found,corrective_action,reinspection_date,remarks,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
INS-DFFE2DBC,PRJ-069,MEP Rough-In,2025-11-11,EMP-0083,"Level 44, Zone B",Passed,0,,,,,2025-11-11T14:25:00,2025-11-11T14:25:00,system@alrashdeng.ae,1,True,
INS-83F3C616,PRJ-069,Concrete Pour,2025-12-30,EMP-0083,"Level 23, Zone C",Passed,0,,,Daughter too left look his or.,,2025-12-30T08:26:00,2025-12-30T08:26:00,system@alrashdeng.ae,1,True,
INS-11D36D40,PRJ-069,Waterproofing,2026-01-08,EMP-0087,"Level 17, Zone D",Failed,4,Specific report clearly call military want.,2026-01-17,,,2026-01-08T17:32:00,2026-01-08T17:32:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-CDC54CAE,PRJ-069,Formwork,2025-09-22,EMP-0086,"Level 43, Zone C",Failed,0,Level couple trip movement nor line though.,2025-10-05,,,2025-09-22T09:32:00,2025-09-22T09:32:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-D4227F59,PRJ-069,Rebar Placement,2026-01-17,EMP-0085,"Level 28, Zone B",Passed,0,,,,,2026-01-17T17:43:00,2026-01-17T17:43:00,system@alrashdeng.ae,1,True,
INS-2ABB1647,PRJ-069,Final Handover,2025-07-27,EMP-0097,"Level 45, Zone B",Passed,0,,,Soldier light turn wear break these may.,,2025-07-27T14:47:00,2025-07-27T14:47:00,system@alrashdeng.ae,1,True,
INS-7B1137B3,PRJ-069,Fire Safety,2025-07-04,EMP-0096,"Level 5, Zone C",Conditional,2,Tv cup sister article kind bar available.,,Respond everything cover push.,,2025-07-04T16:19:00,2025-07-04T16:19:00,system@alrashdeng.ae,1,True,
INS-0D44AB64,PRJ-069,Concrete Pour,2025-10-10,EMP-0096,"Level 42, Zone C",Passed,0,,,,,2025-10-10T15:16:00,2025-10-10T15:16:00,system@alrashdeng.ae,1,True,
INS-D257B49C,PRJ-069,MEP Rough-In,2025-09-01,EMP-0096,"Level 9, Zone C",Passed,0,,,,,2025-09-01T15:31:00,2025-09-01T15:31:00,system@alrashdeng.ae,1,True,
INS-180C2AE3,PRJ-069,Concrete Pour,2025-12-06,EMP-0098,"Level 30, Zone B",Failed,3,Strong situation tough various question old listen heavy.,2025-12-15,,,2025-12-06T17:51:00,2025-12-06T17:51:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-661532BB,PRJ-069,Structural,2025-12-11,EMP-0086,"Level 36, Zone D",Passed,0,,,Show image American participant race model.,,2025-12-11T14:33:00,2025-12-11T14:33:00,system@alrashdeng.ae,1,True,
INS-041DAC52,PRJ-069,Fire Safety,2025-07-30,EMP-0085,"Level 17, Zone B",Passed,0,,,,,2025-07-30T16:06:00,2025-07-30T16:06:00,system@alrashdeng.ae,1,True,
INS-29568C67,PRJ-069,Final Handover,2025-05-30,EMP-0081,"Level 27, Zone B",Failed,4,War worry here Republican cultural.,2025-06-11,,,2025-05-30T14:27:00,2025-05-30T14:27:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-2EAB253E,PRJ-069,Structural,2025-10-01,EMP-0091,"Level 44, Zone D",Passed,0,,,Study often set during.,,2025-10-01T16:05:00,2025-10-01T16:05:00,system@alrashdeng.ae,1,True,
INS-5CA1ECA4,PRJ-069,Rebar Placement,2025-11-17,EMP-0097,"Level 12, Zone C",Failed,1,Long during anyone box manage.,2025-11-26,Box traditional forget seat benefit attorney remember travel.,,2025-11-17T09:21:00,2025-11-17T09:21:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-2271E3BE,PRJ-069,MEP Rough-In,2025-09-20,EMP-0081,"Level 28, Zone D",Failed,4,Give occur decade energy light from.,2025-09-30,Tell truth data five medical research group.,,2025-09-20T07:33:00,2025-09-20T07:33:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-489FC777,PRJ-069,Structural,2026-02-01,EMP-0092,"Level 20, Zone A",Passed,0,,,,,2026-02-01T12:54:00,2026-02-01T12:54:00,system@alrashdeng.ae,1,True,
INS-D175B167,PRJ-069,Structural,2025-11-02,EMP-0084,"Level 50, Zone D",Conditional,3,His wife represent under world.,,,,2025-11-02T11:54:00,2025-11-02T11:54:00,system@alrashdeng.ae,1,True,
INS-3D74E8CC,PRJ-069,Final Handover,2025-09-11,EMP-0093,"Level 30, Zone A",Passed,0,,,,,2025-09-11T12:51:00,2025-09-11T12:51:00,system@alrashdeng.ae,1,True,
INS-17745BC2,PRJ-069,Final Handover,2026-01-09,EMP-0079,"Level 8, Zone C",Passed,0,,,Realize stage imagine half single center hotel.,,2026-01-09T07:44:00,2026-01-09T07:44:00,system@alrashdeng.ae,1,True,
INS-E6D1FDDE,PRJ-069,Fire Safety,2025-08-27,EMP-0089,"Level 18, Zone C",Passed,0,,,,,2025-08-27T07:40:00,2025-08-27T07:40:00,system@alrashdeng.ae,1,True,
INS-20E7B702,PRJ-069,Fire Safety,2025-07-11,EMP-0092,"Level 20, Zone B",Failed,2,Able specific ready same price.,2025-07-20,National professional beat.,,2025-07-11T10:31:00,2025-07-11T10:31:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-51D33DED,PRJ-069,Waterproofing,2025-11-29,EMP-0095,"Level 17, Zone C",Passed,0,,,,,2025-11-29T12:45:00,2025-11-29T12:45:00,system@alrashdeng.ae,1,True,
INS-5681F41D,PRJ-069,Final Handover,2025-06-19,EMP-0090,"Level 48, Zone D",Conditional,1,Decade century theory husband prepare.,,,,2025-06-19T12:44:00,2025-06-19T12:44:00,system@alrashdeng.ae,1,True,
INS-B9B9C6D4,PRJ-069,Formwork,2025-12-17,EMP-0078,"Level 45, Zone C",Passed,0,,,,,2025-12-17T16:57:00,2025-12-17T16:57:00,system@alrashdeng.ae,1,True,
INS-6BBA1C76,PRJ-069,MEP Rough-In,2025-07-20,EMP-0078,"Level 43, Zone D",Passed,0,,,,,2025-07-20T14:08:00,2025-07-20T14:08:00,system@alrashdeng.ae,1,True,
INS-99286625,PRJ-069,Formwork,2026-01-18,EMP-0093,"Level 24, Zone C",Failed,5,Speech become around reveal operation.,2026-01-29,Star open at kitchen box about wait.,,2026-01-18T14:03:00,2026-01-18T14:03:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-2C69DA1D,PRJ-070,Waterproofing,2024-09-22,EMP-0083,"Level 47, Zone D",Failed,3,Popular way from weight ask myself wall.,2024-09-25,,,2024-09-22T13:51:00,2024-09-22T13:51:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-9F23A324,PRJ-070,Concrete Pour,2024-07-28,EMP-0098,"Level 11, Zone D",Failed,3,Any energy determine kitchen interesting.,2024-08-10,Show hour move poor mention.,,2024-07-28T11:34:00,2024-07-28T11:34:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-ACA41C10,PRJ-070,Waterproofing,2024-08-29,EMP-0084,"Level 44, Zone C",Passed,0,,,,,2024-08-29T14:38:00,2024-08-29T14:38:00,system@alrashdeng.ae,1,True,
INS-DA6173ED,PRJ-070,Rebar Placement,2024-05-21,EMP-0091,"Level 22, Zone B",Passed,0,,,,,2024-05-21T14:43:00,2024-05-21T14:43:00,system@alrashdeng.ae,1,True,
INS-C7A19D75,PRJ-070,Waterproofing,2024-12-05,EMP-0082,"Level 17, Zone D",Failed,0,Thus wonder shoulder suggest the treat detail.,2024-12-14,Already give nature deep.,,2024-12-05T16:04:00,2024-12-05T16:04:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-9CE53DA9,PRJ-070,Rebar Placement,2024-08-11,EMP-0090,"Level 12, Zone D",Failed,4,Market dark language mean without behind.,2024-08-19,,,2024-08-11T17:30:00,2024-08-11T17:30:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-23D2819C,PRJ-070,Fire Safety,2024-04-22,EMP-0097,"Level 11, Zone C",Passed,0,,,,,2024-04-22T13:38:00,2024-04-22T13:38:00,system@alrashdeng.ae,1,True,
INS-FFAAAF7B,PRJ-070,Fire Safety,2024-06-08,EMP-0091,"Level 39, Zone D",Passed,0,,,,,2024-06-08T14:39:00,2024-06-08T14:39:00,system@alrashdeng.ae,1,True,
INS-075E3B87,PRJ-070,Formwork,2024-01-12,EMP-0084,"Level 3, Zone D",Failed,5,If magazine look term.,2024-01-15,,,2024-01-12T08:12:00,2024-01-12T08:12:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-E5DF8633,PRJ-070,Waterproofing,2024-03-10,EMP-0096,"Level 1, Zone B",Passed,0,,,,,2024-03-10T14:19:00,2024-03-10T14:19:00,system@alrashdeng.ae,1,True,
INS-F54BFABB,PRJ-070,Formwork,2023-08-04,EMP-0091,"Level 36, Zone B",Passed,0,,,Important door name town project.,,2023-08-04T11:39:00,2023-08-04T11:39:00,system@alrashdeng.ae,1,True,
INS-E10C8E36,PRJ-070,Rebar Placement,2023-06-08,EMP-0095,"Level 0, Zone A",Passed,0,,,,,2023-06-08T17:36:00,2023-06-08T17:36:00,system@alrashdeng.ae,1,True,
INS-ECA021C6,PRJ-070,Fire Safety,2024-08-09,EMP-0097,"Level 39, Zone A",Conditional,0,Commercial city interesting itself method reality.,,,,2024-08-09T09:36:00,2024-08-09T09:36:00,system@alrashdeng.ae,1,True,
INS-72926459,PRJ-070,Structural,2023-05-31,EMP-0086,"Level 2, Zone B",Passed,0,,,,,2023-05-31T08:34:00,2023-05-31T08:34:00,system@alrashdeng.ae,1,True,
INS-FD508F47,PRJ-070,Final Handover,2024-05-25,EMP-0097,"Level 6, Zone C",Passed,0,,,,,2024-05-25T12:37:00,2024-05-25T12:37:00,system@alrashdeng.ae,1,True,
INS-EAB1E0A9,PRJ-070,Rebar Placement,2024-09-01,EMP-0080,"Level 41, Zone B",Passed,0,,,,,2024-09-01T10:52:00,2024-09-01T10:52:00,system@alrashdeng.ae,1,True,
INS-89ABAADC,PRJ-070,Concrete Pour,2024-05-24,EMP-0089,"Level 38, Zone D",Passed,0,,,A fact on space not blood food performance.,,2024-05-24T17:27:00,2024-05-24T17:27:00,system@alrashdeng.ae,1,True,
INS-F97AE55A,PRJ-070,Waterproofing,2024-02-22,EMP-0082,"Level 13, Zone C",Conditional,1,Structure herself agent stuff treatment hard score agency.,,,,2024-02-22T10:46:00,2024-02-22T10:46:00,system@alrashdeng.ae,1,True,
INS-F0F1DA53,PRJ-070,Fire Safety,2023-06-10,EMP-0087,"Level 10, Zone C",Passed,0,,,,,2023-06-10T14:46:00,2023-06-10T14:46:00,system@alrashdeng.ae,1,True,
INS-1BFF0BCD,PRJ-070,MEP Rough-In,2024-11-07,EMP-0087,"Level 40, Zone C",Passed,0,,,,,2024-11-07T10:00:00,2024-11-07T10:00:00,system@alrashdeng.ae,1,True,
INS-7B9BCABF,PRJ-070,Formwork,2024-10-14,EMP-0092,"Level 30, Zone B",Conditional,5,Old occur well cause whatever television test.,,Soon move kid possible success final.,,2024-10-14T14:36:00,2024-10-14T14:36:00,system@alrashdeng.ae,1,True,
INS-5C6E7E01,PRJ-070,Rebar Placement,2024-01-24,EMP-0090,"Level 10, Zone C",Passed,0,,,,,2024-01-24T12:22:00,2024-01-24T12:22:00,system@alrashdeng.ae,1,True,
INS-2F02BF5D,PRJ-070,Formwork,2024-08-08,EMP-0091,"Level 28, Zone B",Passed,0,,,,,2024-08-08T17:40:00,2024-08-08T17:40:00,system@alrashdeng.ae,1,True,
INS-2E528B8B,PRJ-070,MEP Rough-In,2023-10-21,EMP-0092,"Level 9, Zone D",Passed,0,,,Way night threat glass leg anyone do.,,2023-10-21T14:48:00,2023-10-21T14:48:00,system@alrashdeng.ae,1,True,
INS-049CD160,PRJ-070,Final Handover,2023-06-03,EMP-0096,"Level 15, Zone C",Conditional,4,Big theory future actually.,,,,2023-06-03T09:54:00,2023-06-03T09:54:00,system@alrashdeng.ae,1,True,
INS-093FBEBC,PRJ-070,Structural,2024-05-25,EMP-0092,"Level 10, Zone D",Failed,3,Every occur why husband poor general yet.,2024-06-01,,,2024-05-25T15:24:00,2024-05-25T15:24:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-9ACF760B,PRJ-070,Rebar Placement,2023-08-25,EMP-0079,"Level 18, Zone A",Failed,3,Start plant administration collection among.,2023-09-03,Police after carry energy common his report.,,2023-08-25T09:38:00,2023-08-25T09:38:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-7383F5ED,PRJ-070,Structural,2023-08-12,EMP-0088,"Level 11, Zone C",Passed,0,,,,,2023-08-12T12:31:00,2023-08-12T12:31:00,system@alrashdeng.ae,1,True,
INS-BC1A591F,PRJ-070,Rebar Placement,2023-12-18,EMP-0094,"Level 3, Zone B",Passed,0,,,,,2023-12-18T07:16:00,2023-12-18T07:16:00,system@alrashdeng.ae,1,True,
INS-CF18D1B9,PRJ-070,Concrete Pour,2024-05-20,EMP-0092,"Level 6, Zone A",Passed,0,,,,,2024-05-20T11:15:00,2024-05-20T11:15:00,system@alrashdeng.ae,1,True,
INS-178EBBC2,PRJ-070,MEP Rough-In,2023-11-27,EMP-0092,"Level 3, Zone B",Conditional,3,Figure watch which happen impact.,,,,2023-11-27T15:59:00,2023-11-27T15:59:00,system@alrashdeng.ae,1,True,
INS-B86995CA,PRJ-070,Waterproofing,2024-08-09,EMP-0097,"Level 25, Zone B",Passed,0,,,Myself manage decade position education head.,,2024-08-09T12:01:00,2024-08-09T12:01:00,system@alrashdeng.ae,1,True,
INS-617D3CD9,PRJ-070,MEP Rough-In,2023-10-16,EMP-0089,"Level 13, Zone A",Passed,0,,,,,2023-10-16T07:56:00,2023-10-16T07:56:00,system@alrashdeng.ae,1,True,
INS-89556389,PRJ-070,Fire Safety,2024-06-01,EMP-0094,"Level 19, Zone C",Passed,0,,,,,2024-06-01T10:56:00,2024-06-01T10:56:00,system@alrashdeng.ae,1,True,
INS-DFBE5C01,PRJ-070,MEP Rough-In,2024-06-05,EMP-0093,"Level 3, Zone A",Passed,0,,,Cup section environment cup father scientist director.,,2024-06-05T08:42:00,2024-06-05T08:42:00,system@alrashdeng.ae,1,True,
INS-F1D7DB6D,PRJ-070,Final Handover,2024-11-10,EMP-0086,"Level 36, Zone B",Conditional,0,Picture take story democratic without stop.,,Finish child team specific list modern above.,,2024-11-10T14:23:00,2024-11-10T14:23:00,system@alrashdeng.ae,1,True,
INS-28B8AFE2,PRJ-070,Concrete Pour,2024-03-09,EMP-0093,"Level 14, Zone A",Passed,0,,,,,2024-03-09T08:45:00,2024-03-09T08:45:00,system@alrashdeng.ae,1,True,
INS-CDDEDD24,PRJ-070,Final Handover,2024-08-07,EMP-0084,"Level 29, Zone B",Conditional,1,Night prevent power feeling the rock you real.,,All agency right figure son guess result.,,2024-08-07T14:51:00,2024-08-07T14:51:00,system@alrashdeng.ae,1,True,
INS-76A6B248,PRJ-070,Concrete Pour,2024-04-28,EMP-0080,"Level 0, Zone A",Conditional,5,Run account leader exactly.,,Serve note recent land trip majority center will.,,2024-04-28T11:36:00,2024-04-28T11:36:00,system@alrashdeng.ae,1,True,
INS-58697CA2,PRJ-070,Structural,2023-11-20,EMP-0083,"Level 4, Zone B",Passed,0,,,Wide above no agreement instead friend year body.,,2023-11-20T09:46:00,2023-11-20T09:46:00,system@alrashdeng.ae,1,True,
INS-A2D295DB,PRJ-070,Waterproofing,2023-06-15,EMP-0078,"Level 0, Zone D",Conditional,0,Feel gas price.,,,,2023-06-15T13:21:00,2023-06-15T13:21:00,system@alrashdeng.ae,1,True,
INS-57EA38AD,PRJ-070,Structural,2024-11-21,EMP-0090,"Level 3, Zone B",Passed,0,,,Those cause less enter raise.,,2024-11-21T12:54:00,2024-11-21T12:54:00,system@alrashdeng.ae,1,True,
INS-C0271C77,PRJ-070,Waterproofing,2024-06-11,EMP-0085,"Level 21, Zone A",Passed,0,,,Per strategy former bad return town born.,,2024-06-11T14:05:00,2024-06-11T14:05:00,system@alrashdeng.ae,1,True,
INS-46576837,PRJ-070,Concrete Pour,2023-10-08,EMP-0079,"Level 19, Zone C",Passed,0,,,,,2023-10-08T12:47:00,2023-10-08T12:47:00,system@alrashdeng.ae,1,True,
INS-2F45428A,PRJ-070,Rebar Placement,2024-12-11,EMP-0081,"Level 36, Zone C",Passed,0,,,,,2024-12-11T17:26:00,2024-12-11T17:26:00,system@alrashdeng.ae,1,True,
INS-8D25F8E1,PRJ-070,Formwork,2024-10-10,EMP-0093,"Level 25, Zone B",Passed,0,,,Subject herself consumer property book anything.,,2024-10-10T11:50:00,2024-10-10T11:50:00,system@alrashdeng.ae,1,True,
INS-8DD36A90,PRJ-070,Final Handover,2023-12-18,EMP-0097,"Level 27, Zone D",Passed,0,,,,,2023-12-18T12:16:00,2023-12-18T12:16:00,system@alrashdeng.ae,1,True,
INS-579BD424,PRJ-070,Fire Safety,2024-07-05,EMP-0090,"Level 9, Zone C",Failed,3,Employee series with sometimes.,2024-07-13,,,2024-07-05T11:10:00,2024-07-05T11:10:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-3B6E33F7,PRJ-070,Waterproofing,2024-09-05,EMP-0090,"Level 16, Zone A",Passed,0,,,,,2024-09-05T11:42:00,2024-09-05T11:42:00,system@alrashdeng.ae,1,True,
INS-E6E16AB1,PRJ-070,Structural,2023-11-25,EMP-0081,"Level 49, Zone D",Conditional,2,General group sense detail law.,,Under individual listen.,,2023-11-25T08:47:00,2023-11-25T08:47:00,system@alrashdeng.ae,1,True,
INS-3325DA60,PRJ-070,Formwork,2024-03-29,EMP-0093,"Level 49, Zone D",Failed,0,Kind history young cell beautiful.,2024-04-02,,,2024-03-29T15:52:00,2024-03-29T15:52:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-6C556B84,PRJ-070,Structural,2023-11-21,EMP-0079,"Level 23, Zone A",Passed,0,,,Set either big send.,,2023-11-21T16:31:00,2023-11-21T16:31:00,system@alrashdeng.ae,1,True,
INS-82DBA4DB,PRJ-070,Fire Safety,2023-06-10,EMP-0089,"Level 31, Zone A",Conditional,4,Hot add perform arrive number base.,,,,2023-06-10T14:47:00,2023-06-10T14:47:00,system@alrashdeng.ae,1,True,
INS-D815C81B,PRJ-070,Structural,2024-09-10,EMP-0088,"Level 2, Zone C",Failed,2,Type our wear job management.,2024-09-24,,,2024-09-10T11:57:00,2024-09-10T11:57:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-54764D30,PRJ-070,Formwork,2023-06-27,EMP-0097,"Level 16, Zone B",Passed,0,,,Start music truth by quality rich key quality.,,2023-06-27T14:50:00,2023-06-27T14:50:00,system@alrashdeng.ae,1,True,
INS-371EC161,PRJ-071,Concrete Pour,2024-09-05,EMP-0089,"Level 2, Zone A",Passed,0,,,,,2024-09-05T08:14:00,2024-09-05T08:14:00,system@alrashdeng.ae,1,True,
INS-87F0A615,PRJ-071,Structural,2024-12-23,EMP-0083,"Level 26, Zone C",Passed,0,,,Most although maybe sure bed factor charge.,,2024-12-23T14:02:00,2024-12-23T14:02:00,system@alrashdeng.ae,1,True,
INS-6696C1A6,PRJ-071,Formwork,2024-10-02,EMP-0086,"Level 4, Zone D",Passed,0,,,Hand teacher certain compare reveal.,,2024-10-02T17:32:00,2024-10-02T17:32:00,system@alrashdeng.ae,1,True,
INS-5C9FB42D,PRJ-071,Waterproofing,2024-09-09,EMP-0082,"Level 0, Zone D",Passed,0,,,Kid level paper ask responsibility fall.,,2024-09-09T17:34:00,2024-09-09T17:34:00,system@alrashdeng.ae,1,True,
INS-31AF6411,PRJ-071,Final Handover,2024-07-21,EMP-0098,"Level 0, Zone A",Passed,0,,,,,2024-07-21T08:57:00,2024-07-21T08:57:00,system@alrashdeng.ae,1,True,
INS-33FFE304,PRJ-071,MEP Rough-In,2025-12-29,EMP-0091,"Level 23, Zone D",Passed,0,,,,,2025-12-29T10:38:00,2025-12-29T10:38:00,system@alrashdeng.ae,1,True,
INS-9D731175,PRJ-071,Final Handover,2025-08-01,EMP-0090,"Level 26, Zone A",Conditional,5,Different somebody though rate talk professor.,,,,2025-08-01T11:07:00,2025-08-01T11:07:00,system@alrashdeng.ae,1,True,
INS-A47BFB9A,PRJ-071,Rebar Placement,2025-06-25,EMP-0088,"Level 2, Zone A",Passed,0,,,Fly impact raise boy.,,2025-06-25T13:00:00,2025-06-25T13:00:00,system@alrashdeng.ae,1,True,
INS-63CBB148,PRJ-071,Final Handover,2025-08-17,EMP-0089,"Level 48, Zone A",Passed,0,,,Speak travel degree class born interview.,,2025-08-17T15:56:00,2025-08-17T15:56:00,system@alrashdeng.ae,1,True,
INS-BB2CED3F,PRJ-071,Concrete Pour,2025-08-24,EMP-0092,"Level 30, Zone C",Passed,0,,,,,2025-08-24T11:23:00,2025-08-24T11:23:00,system@alrashdeng.ae,1,True,
INS-27D6B2E2,PRJ-071,Final Handover,2025-05-07,EMP-0091,"Level 6, Zone D",Passed,0,,,Better near however tonight.,,2025-05-07T14:51:00,2025-05-07T14:51:00,system@alrashdeng.ae,1,True,
INS-75E3F1D0,PRJ-071,Structural,2025-10-25,EMP-0091,"Level 31, Zone B",Passed,0,,,,,2025-10-25T16:46:00,2025-10-25T16:46:00,system@alrashdeng.ae,1,True,
INS-06E33F44,PRJ-071,Formwork,2025-03-26,EMP-0095,"Level 48, Zone B",Passed,0,,,,,2025-03-26T08:16:00,2025-03-26T08:16:00,system@alrashdeng.ae,1,True,
INS-73833649,PRJ-071,Concrete Pour,2025-02-08,EMP-0098,"Level 37, Zone B",Passed,0,,,,,2025-02-08T09:28:00,2025-02-08T09:28:00,system@alrashdeng.ae,1,True,
INS-58A44E03,PRJ-071,Fire Safety,2025-04-27,EMP-0097,"Level 31, Zone B",Passed,0,,,,,2025-04-27T14:58:00,2025-04-27T14:58:00,system@alrashdeng.ae,1,True,
INS-BA9F75D6,PRJ-071,Concrete Pour,2025-12-02,EMP-0094,"Level 43, Zone A",Passed,0,,,,,2025-12-02T07:22:00,2025-12-02T07:22:00,system@alrashdeng.ae,1,True,
INS-41198320,PRJ-071,Waterproofing,2024-08-24,EMP-0087,"Level 44, Zone D",Failed,5,Fish action write accept simply.,2024-09-02,,,2024-08-24T15:55:00,2024-08-24T15:55:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-8F7A64A5,PRJ-071,Concrete Pour,2025-02-19,EMP-0080,"Level 11, Zone B",Failed,2,Never alone defense vote point they color.,2025-02-28,Me laugh however down single evening.,,2025-02-19T07:34:00,2025-02-19T07:34:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-45ECAAD1,PRJ-071,Structural,2025-07-07,EMP-0081,"Level 47, Zone A",Passed,0,,,Range learn girl personal movie rich.,,2025-07-07T15:02:00,2025-07-07T15:02:00,system@alrashdeng.ae,1,True,
INS-18A461CA,PRJ-071,Fire Safety,2024-11-29,EMP-0093,"Level 42, Zone A",Passed,0,,,Away during near.,,2024-11-29T13:55:00,2024-11-29T13:55:00,system@alrashdeng.ae,1,True,
INS-DF10A1FF,PRJ-071,Formwork,2024-09-24,EMP-0079,"Level 47, Zone D",Conditional,5,Beyond each heart beyond financial chance.,,,,2024-09-24T07:14:00,2024-09-24T07:14:00,system@alrashdeng.ae,1,True,
INS-2B4772F4,PRJ-071,Fire Safety,2024-09-04,EMP-0097,"Level 22, Zone A",Passed,0,,,,,2024-09-04T13:28:00,2024-09-04T13:28:00,system@alrashdeng.ae,1,True,
INS-C55CDD19,PRJ-071,Rebar Placement,2025-02-10,EMP-0091,"Level 45, Zone D",Passed,0,,,,,2025-02-10T16:25:00,2025-02-10T16:25:00,system@alrashdeng.ae,1,True,
INS-13A8FDE4,PRJ-071,Structural,2025-06-04,EMP-0084,"Level 24, Zone A",Passed,0,,,,,2025-06-04T12:15:00,2025-06-04T12:15:00,system@alrashdeng.ae,1,True,
INS-1F1E74F5,PRJ-071,Final Handover,2025-12-21,EMP-0084,"Level 9, Zone A",Passed,0,,,,,2025-12-21T09:20:00,2025-12-21T09:20:00,system@alrashdeng.ae,1,True,
INS-6A53747A,PRJ-071,Fire Safety,2025-09-17,EMP-0079,"Level 35, Zone A",Passed,0,,,,,2025-09-17T11:01:00,2025-09-17T11:01:00,system@alrashdeng.ae,1,True,
INS-AD3E9FA2,PRJ-071,Final Handover,2025-11-27,EMP-0095,"Level 29, Zone B",Failed,5,Possible reduce wrong scene.,2025-12-08,,,2025-11-27T08:52:00,2025-11-27T08:52:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-97AECC61,PRJ-071,MEP Rough-In,2025-07-04,EMP-0098,"Level 18, Zone A",Failed,0,Possible into contain amount government.,2025-07-07,,,2025-07-04T13:24:00,2025-07-04T13:24:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-C7D1B01B,PRJ-071,Waterproofing,2024-08-24,EMP-0094,"Level 18, Zone B",Passed,0,,,Whom tree lead.,,2024-08-24T16:14:00,2024-08-24T16:14:00,system@alrashdeng.ae,1,True,
INS-DF118C67,PRJ-071,Concrete Pour,2025-03-25,EMP-0086,"Level 27, Zone A",Passed,0,,,,,2025-03-25T12:53:00,2025-03-25T12:53:00,system@alrashdeng.ae,1,True,
INS-887B6650,PRJ-071,Structural,2025-10-29,EMP-0078,"Level 45, Zone D",Conditional,0,Fly Congress learn more ball body sit send.,,,,2025-10-29T16:55:00,2025-10-29T16:55:00,system@alrashdeng.ae,1,True,
INS-5C9F6380,PRJ-071,MEP Rough-In,2025-07-17,EMP-0093,"Level 23, Zone A",Conditional,2,Various inside line pattern general.,,,,2025-07-17T16:03:00,2025-07-17T16:03:00,system@alrashdeng.ae,1,True,
INS-7419DB05,PRJ-071,Fire Safety,2025-02-27,EMP-0095,"Level 15, Zone A",Conditional,2,Material door land range break sense.,,,,2025-02-27T09:31:00,2025-02-27T09:31:00,system@alrashdeng.ae,1,True,
INS-D8B16DCC,PRJ-071,Concrete Pour,2025-05-05,EMP-0083,"Level 29, Zone D",Conditional,2,Drive great blood score share high.,,,,2025-05-05T10:00:00,2025-05-05T10:00:00,system@alrashdeng.ae,1,True,
INS-06776680,PRJ-071,Concrete Pour,2025-10-18,EMP-0088,"Level 40, Zone A",Conditional,0,Guy debate better name system local.,,Statement another role design pretty.,,2025-10-18T15:59:00,2025-10-18T15:59:00,system@alrashdeng.ae,1,True,
INS-617AD8F1,PRJ-071,Final Handover,2025-09-13,EMP-0088,"Level 19, Zone D",Passed,0,,,,,2025-09-13T15:32:00,2025-09-13T15:32:00,system@alrashdeng.ae,1,True,
INS-64176A88,PRJ-071,Waterproofing,2026-02-07,EMP-0083,"Level 31, Zone C",Passed,0,,,,,2026-02-07T09:32:00,2026-02-07T09:32:00,system@alrashdeng.ae,1,True,
INS-346D592E,PRJ-071,Fire Safety,2025-12-23,EMP-0078,"Level 28, Zone B",Passed,0,,,,,2025-12-23T10:11:00,2025-12-23T10:11:00,system@alrashdeng.ae,1,True,
INS-AE12F4B6,PRJ-071,Fire Safety,2025-09-19,EMP-0082,"Level 34, Zone C",Passed,0,,,,,2025-09-19T12:57:00,2025-09-19T12:57:00,system@alrashdeng.ae,1,True,
INS-C7756900,PRJ-071,Rebar Placement,2024-09-11,EMP-0084,"Level 21, Zone B",Passed,0,,,,,2024-09-11T08:05:00,2024-09-11T08:05:00,system@alrashdeng.ae,1,True,
INS-ABC2E05C,PRJ-071,Final Handover,2024-09-03,EMP-0089,"Level 0, Zone C",Passed,0,,,,,2024-09-03T16:47:00,2024-09-03T16:47:00,system@alrashdeng.ae,1,True,
INS-3A0D3859,PRJ-071,Rebar Placement,2024-09-06,EMP-0094,"Level 40, Zone C",Conditional,0,Over wrong say debate.,,,,2024-09-06T12:47:00,2024-09-06T12:47:00,system@alrashdeng.ae,1,True,
